Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
8,88,0.5,0.09391675560298826,2,1,1,0.2,0
8,98,0.5,0.10458911419423693,2,1,2,0.2,0
8,100,0.5,0.10672358591248667,2,1,3,0.2,0
8,101,0.5,0.10779082177161152,2,1,4,0.2,0
8,79,0.5,0.08431163287086446,2,1,5,0.2,0
8,100,0.5,0.10672358591248667,2,2,1,0.2,0
8,99,0.5,0.1056563500533618,2,2,2,0.2,0
8,67,0.5,0.07150480256136606,2,2,3,0.2,0
8,78,0.5,0.0832443970117396,2,2,4,0.2,0
8,94,0.5,0.10032017075773746,2,2,5,0.2,0
8,106,0.5,0.11312700106723586,2,3,1,0.2,0
8,94,0.5,0.10032017075773746,2,3,2,0.2,0
8,97,0.5,0.10352187833511206,2,3,3,0.2,0
8,128,0.5,0.13660618996798293,2,3,4,0.2,0
8,85,0.5,0.09071504802561366,2,3,5,0.2,0
8,104,0.5,0.11099252934898612,2,4,1,0.2,0
8,106,0.5,0.11312700106723586,2,4,2,0.2,0
8,83,0.5,0.08858057630736393,2,4,3,0.2,0
8,111,0.5,0.11846318036286019,2,4,4,0.2,0
8,108,0.5,0.1152614727854856,2,4,5,0.2,0
8,109,0.5,0.11632870864461047,2,5,1,0.2,0
8,116,0.5,0.12379935965848453,2,5,2,0.2,0
8,123,0.5,0.13127001067235858,2,5,3,0.2,0
8,81,0.5,0.0864461045891142,2,5,4,0.2,0
8,89,0.5,0.09498399146211313,2,5,5,0.2,0
8,105,0.5,0.11205976520811099,2,6,1,0.2,0
8,109,0.5,0.11632870864461047,2,6,2,0.2,0
8,98,0.5,0.10458911419423693,2,6,3,0.2,0
8,79,0.5,0.08431163287086446,2,6,4,0.2,0
8,90,0.5,0.096051227321238,2,6,5,0.2,0
8,120,0.5,0.128068303094984,2,7,1,0.2,0
8,101,0.5,0.10779082177161152,2,7,2,0.2,0
8,118,0.5,0.12593383137673425,2,7,3,0.2,0
8,109,0.5,0.11632870864461047,2,7,4,0.2,0
8,86,0.5,0.09178228388473852,2,7,5,0.2,0
8,91,0.5,0.09711846318036287,2,8,1,0.2,0
8,113,0.5,0.12059765208110992,2,8,2,0.2,0
8,102,0.5,0.10885805763073639,2,8,3,0.2,0
8,89,0.5,0.09498399146211313,2,8,4,0.2,0
8,119,0.5,0.12700106723585913,2,8,5,0.2,0
8,98,0.5,0.10458911419423693,2,9,1,0.2,0
8,105,0.5,0.11205976520811099,2,9,2,0.2,0
8,129,0.5,0.1376734258271078,2,9,3,0.2,0
8,110,0.5,0.11739594450373532,2,9,4,0.2,0
8,103,0.5,0.10992529348986126,2,9,5,0.2,0
8,101,0.5,0.10779082177161152,2,10,1,0.2,0
8,122,0.5,0.13020277481323372,2,10,2,0.2,0
8,84,0.5,0.08964781216648879,2,10,3,0.2,0
8,83,0.5,0.08858057630736393,2,10,4,0.2,0
8,119,0.5,0.12700106723585913,2,10,5,0.2,0
8,91,0.5,0.09711846318036287,2,11,1,0.2,0
8,93,0.5,0.09925293489861259,2,11,2,0.2,0
8,106,0.5,0.11312700106723586,2,11,3,0.2,0
8,128,0.5,0.13660618996798293,2,11,4,0.2,0
8,84,0.5,0.08964781216648879,2,11,5,0.2,0
