current_time_step,drone_id,battery,estimated_waiting,energy_to_fly_to_charger,time_to_done_charging,charger,potential_drones_length,waiting_drones_length,accepted_queues_length,charging_drones_length
107,Drone_67,0.4099999999999995,0.0,0.2109502310972899,21.12706111897288,Charger_20,3,1,0,0
108,Drone_61,0.37999999999999945,0.0,0.18439088914585774,18.47126455015161,Charger_21,4,1,0,0
125,Drone_62,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_19,3,1,0,0
134,Drone_64,0.26499999999999935,0.0,0.15,15.0354,Charger_21,3,3,0,1
139,Drone_66,0.24499999999999933,0.0,0.11401754250991379,11.436514952691775,Charger_20,2,2,0,1
149,Drone_68,0.1999999999999993,0.0,0.09486832980505139,9.52262771369734,Charger_19,2,2,0,1
161,Drone_69,0.14999999999999925,0.0,0.1264911064067352,12.688170284929788,Charger_21,3,2,0,1
166,Drone_63,0.10999999999999921,0.0,0.0806225774829855,8.101082651397869,Charger_20,1,1,0,1
254,Drone_62,0.4099999999999995,0.0,0.2109502310972899,21.12706111897288,Charger_20,2,1,0,0
255,Drone_61,0.37999999999999945,0.0,0.18439088914585774,18.47126455015161,Charger_21,3,1,0,0
272,Drone_67,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_19,3,1,0,0
287,Drone_66,0.3499999999999994,0.0,0.15,15.032,Charger_21,2,1,0,1
308,Drone_64,0.27999999999999936,0.0,0.0806225774829855,8.094282651397869,Charger_20,2,1,0,0
316,Drone_68,0.28999999999999937,0.0,0.09486832980505139,9.51902771369734,Charger_19,3,1,0,0
329,Drone_69,0.3049999999999994,0.0,0.10770329614269007,10.802437746114714,Charger_21,3,1,0,0
339,Drone_63,0.2249999999999993,0.0,0.09219544457292887,9.254232275075804,Charger_19,1,1,0,1
395,Drone_62,0.4099999999999995,0.0,0.2109502310972899,21.12706111897288,Charger_20,3,1,0,0
402,Drone_61,0.37999999999999945,0.0,0.18439088914585774,18.47126455015161,Charger_21,2,1,0,0
418,Drone_67,0.3249999999999994,0.0,0.2109502310972899,21.130461118972878,Charger_20,2,1,0,1
438,Drone_66,0.3099999999999994,0.0,0.11401754250991379,11.433914952691776,Charger_19,3,1,0,0
475,Drone_64,0.27999999999999936,0.0,0.0806225774829855,8.094282651397869,Charger_20,3,1,0,0
481,Drone_68,0.28999999999999937,0.0,0.09486832980505139,9.51902771369734,Charger_19,3,1,0,0
491,Drone_69,0.3049999999999994,0.0,0.10770329614269007,10.802437746114714,Charger_21,2,1,0,0
