Active Drones,Total Damage,Alive Drone Rate,Damage Rate,Charger Capacity,Train,Run,Charge Alert,Battery Random Reduction
8,105,0.5,0.11205976520811099,2,1,1,0.2,0
8,110,0.5,0.11739594450373532,2,1,2,0.2,0
9,95,0.5625,0.10138740661686232,2,1,3,0.2,0
8,113,0.5,0.12059765208110992,2,1,4,0.2,0
8,102,0.5,0.10885805763073639,2,1,5,0.2,0
8,101,0.5,0.10779082177161152,2,2,1,0.2,0
8,112,0.5,0.11953041622198506,2,2,2,0.2,0
8,94,0.5,0.10032017075773746,2,2,3,0.2,0
9,86,0.5625,0.09178228388473852,2,2,4,0.2,0
8,111,0.5,0.11846318036286019,2,2,5,0.2,0
9,84,0.5625,0.08964781216648879,2,3,1,0.2,0
9,76,0.5625,0.08110992529348986,2,3,2,0.2,0
8,105,0.5,0.11205976520811099,2,3,3,0.2,0
8,114,0.5,0.12166488794023479,2,3,4,0.2,0
8,103,0.5,0.10992529348986126,2,3,5,0.2,0
8,108,0.5,0.1152614727854856,2,4,1,0.2,0
8,118,0.5,0.12593383137673425,2,4,2,0.2,0
9,99,0.5625,0.1056563500533618,2,4,3,0.2,0
9,103,0.5625,0.10992529348986126,2,4,4,0.2,0
8,99,0.5,0.1056563500533618,2,4,5,0.2,0
8,100,0.5,0.10672358591248667,2,5,1,0.2,0
8,94,0.5,0.10032017075773746,2,5,2,0.2,0
9,71,0.5625,0.07577374599786553,2,5,3,0.2,0
9,79,0.5625,0.08431163287086446,2,5,4,0.2,0
9,84,0.5625,0.08964781216648879,2,5,5,0.2,0
9,104,0.5625,0.11099252934898612,2,6,1,0.2,0
8,115,0.5,0.12273212379935966,2,6,2,0.2,0
9,97,0.5625,0.10352187833511206,2,6,3,0.2,0
8,90,0.5,0.096051227321238,2,6,4,0.2,0
10,50,0.625,0.05336179295624333,2,6,5,0.2,0
8,103,0.5,0.10992529348986126,2,7,1,0.2,0
8,96,0.5,0.10245464247598719,2,7,2,0.2,0
8,139,0.5,0.14834578441835647,2,7,3,0.2,0
8,106,0.5,0.11312700106723586,2,7,4,0.2,0
9,108,0.5625,0.1152614727854856,2,7,5,0.2,0
9,86,0.5625,0.09178228388473852,2,8,1,0.2,0
8,109,0.5,0.11632870864461047,2,8,2,0.2,0
8,93,0.5,0.09925293489861259,2,8,3,0.2,0
8,93,0.5,0.09925293489861259,2,8,4,0.2,0
8,125,0.5,0.13340448239060831,2,8,5,0.2,0
8,92,0.5,0.09818569903948772,2,9,1,0.2,0
8,108,0.5,0.1152614727854856,2,9,2,0.2,0
9,105,0.5625,0.11205976520811099,2,9,3,0.2,0
8,122,0.5,0.13020277481323372,2,9,4,0.2,0
8,104,0.5,0.11099252934898612,2,9,5,0.2,0
8,82,0.5,0.08751334044823907,2,10,1,0.2,0
8,125,0.5,0.13340448239060831,2,10,2,0.2,0
8,89,0.5,0.09498399146211313,2,10,3,0.2,0
9,63,0.5625,0.0672358591248666,2,10,4,0.2,0
8,99,0.5,0.1056563500533618,2,10,5,0.2,0
8,120,0.5,0.128068303094984,2,11,1,0.2,0
8,93,0.5,0.09925293489861259,2,11,2,0.2,0
8,93,0.5,0.09925293489861259,2,11,3,0.2,0
9,87,0.5625,0.09284951974386339,2,11,4,0.2,0
8,89,0.5,0.09498399146211313,2,11,5,0.2,0
